Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
Tata,Travelling,Unknown,5,Satisfactory,12.9343636,79.1370153,Tamil Nadu
Airtel,Travelling,4G,4,Satisfactory,13.03052033,80.27701668,Tamil Nadu
RJio,Outdoor,4G,1,Satisfactory,-1,-1,
Airtel,Indoor,3G,2,Satisfactory,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,12.96016784,77.5368918,Karnataka
Vodafone,Outdoor,Unknown,1,Poor Network,26.79163499,80.90099493,Uttar Pradesh
RJio,Travelling,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,1,Call Dropped,18.9417149,72.8341678,Maharashtra
RJio,Outdoor,4G,1,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,19.11356033,72.86916883,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
Vodafone,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Airtel,Indoor,4G,3,Satisfactory,12.88572072,74.85062049,Karnataka
Airtel,Indoor,4G,3,Poor Network,18.9159558,72.817967,Maharashtra
Airtel,Outdoor,4G,3,Poor Network,18.9512015,72.8281729,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.9417262,72.8341678,Maharashtra
RJio,Indoor,4G,1,Call Dropped,18.9417133,72.8341666,Maharashtra
Airtel,Indoor,4G,3,Poor Network,18.9159558,72.817967,Maharashtra
Vodafone,Indoor,2G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,27.97995501,73.3014651,Rajasthan
Airtel,Indoor,4G,3,Satisfactory,12.88572072,74.85062049,Karnataka
RJio,Travelling,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,5,Satisfactory,17.3856619,78.4858814,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3810275,78.4764376,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3810275,78.4764376,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818949,78.4784197,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
Airtel,Indoor,Unknown,5,Satisfactory,17.381536,78.4789239,Telangana
Airtel,Indoor,Unknown,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.381907,78.4784102,Telangana
RJio,Indoor,4G,5,Satisfactory,17.381907,78.4784102,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
Airtel,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3765427,78.4765262,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3857352,78.4788839,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3898708,78.4798406,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3898708,78.4798406,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3898708,78.4798406,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3763129,78.4761713,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3763129,78.4761713,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3763129,78.4761713,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3763129,78.4761713,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3763129,78.4761713,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3763129,78.4761713,Telangana
RJio,Indoor,4G,5,Satisfactory,17.381536,78.4789239,Telangana
Airtel,Indoor,Unknown,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
Airtel,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
Airtel,Indoor,4G,5,Satisfactory,17.3818919,78.478416,Telangana
RJio,Indoor,4G,5,Satisfactory,17.381898,78.4784173,Telangana
RJio,Indoor,4G,5,Satisfactory,17.381898,78.4784173,Telangana
RJio,Indoor,4G,5,Satisfactory,17.381898,78.4784173,Telangana
RJio,Indoor,4G,5,Satisfactory,17.388506,78.4798567,Telangana
RJio,Indoor,4G,1,Call Dropped,18.9417133,72.8341666,Maharashtra
Vodafone,Outdoor,4G,5,Satisfactory,17.38497222,78.47646363,Telangana
BSNL,Indoor,2G,5,Satisfactory,-1,-1,
Airtel,Travelling,4G,5,Satisfactory,13.0889334,80.1915167,Tamil Nadu
RJio,Outdoor,4G,5,Satisfactory,19.4209578,72.8026485,Maharashtra
RJio,Indoor,4G,5,Satisfactory,30.82892167,76.92941333,Himachal Pradesh
Airtel,Outdoor,4G,4,Satisfactory,13.05640082,80.24902306,Tamil Nadu
Airtel,Outdoor,3G,4,Satisfactory,13.05640082,80.24902306,Tamil Nadu
Airtel,Outdoor,4G,4,Satisfactory,13.05640082,80.24902306,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,18.12214667,83.41576833,Andhra Pradesh
Vodafone,Indoor,4G,3,Satisfactory,23.80745,87.80595167,West Bengal
Airtel,Outdoor,3G,4,Satisfactory,13.05640082,80.24902306,Tamil Nadu
RJio,Outdoor,4G,3,Satisfactory,17.74075667,83.26147333,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,12.93988,77.6209162,Karnataka
RJio,Travelling,4G,5,Satisfactory,19.19524199,72.9661898,Maharashtra
Vodafone,Indoor,3G,4,Satisfactory,23.80751667,87.805715,West Bengal
Vodafone,Indoor,3G,4,Satisfactory,23.80751667,87.805715,West Bengal
Airtel,Indoor,4G,5,Satisfactory,12.93988,77.6209162,Karnataka
RJio,Outdoor,4G,3,Poor Network,-1,-1,
Vodafone,Indoor,Unknown,4,Satisfactory,22.26007611,73.18002448,Gujarat
RJio,Travelling,4G,4,Satisfactory,-1,-1,
Idea,Indoor,3G,4,Satisfactory,18.6693538,73.7959099,Maharashtra
Airtel,Indoor,4G,1,Call Dropped,17.442093,78.443675,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.4421098,78.4437162,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.4439332,78.4410461,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.442093,78.443675,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.4421098,78.4437162,Telangana
Airtel,Indoor,4G,1,Call Dropped,17.4439332,78.4410461,Telangana
RJio,Indoor,4G,4,Satisfactory,12.9927685,77.545765,Karnataka
RJio,Indoor,4G,5,Satisfactory,21.16760491,79.09084697,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,4,Satisfactory,22.26007611,73.18002448,Gujarat
Tata,Indoor,3G,1,Call Dropped,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Airtel,Outdoor,3G,4,Satisfactory,13.05640082,80.24902306,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,22.57557863,88.24055031,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.57557863,88.24055031,West Bengal
RJio,Outdoor,4G,4,Satisfactory,23.00113134,72.58816183,Gujarat
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Poor Network,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,23.12196017,78.68868891,Madhya Pradesh
Airtel,Indoor,4G,5,Satisfactory,23.12213399,78.68870732,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,18.4850828,73.7964478,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,30.829365,76.92966667,Himachal Pradesh
Airtel,Indoor,4G,5,Satisfactory,12.9398815,77.6209196,Karnataka
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,30.829365,76.92966667,Himachal Pradesh
Airtel,Indoor,4G,5,Satisfactory,28.6456881,77.1629557,NCT
Idea,Outdoor,2G,1,Call Dropped,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Idea,Outdoor,2G,1,Call Dropped,-1,-1,
RJio,Indoor,4G,4,Satisfactory,12.9913394,77.5468351,Karnataka
RJio,Indoor,4G,4,Satisfactory,23.23657212,77.42688986,Madhya Pradesh
RJio,Outdoor,4G,4,Satisfactory,28.56194567,77.05517585,Haryana
RJio,Indoor,4G,5,Satisfactory,13.0271104,77.7111859,Karnataka
RJio,Indoor,4G,5,Satisfactory,13.01667105,77.66125037,Karnataka
Vodafone,Indoor,3G,3,Satisfactory,26.74362584,83.35657375,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,12.9911398,77.5495043,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.9911064,77.5494826,Karnataka
Vodafone,Indoor,4G,3,Poor Network,12.9364561,77.5872552,Karnataka
Vodafone,Indoor,4G,3,Poor Network,12.9364541,77.5872553,Karnataka
Vodafone,Indoor,3G,3,Poor Network,12.9363943,77.5871892,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.991118,77.5494765,Karnataka
Vodafone,Indoor,3G,4,Satisfactory,12.9363226,77.5846091,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.9112759,77.5730197,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.8866896,77.5384388,Karnataka
Vodafone,Outdoor,3G,4,Satisfactory,12.87964498,77.53871791,Karnataka
Vodafone,Indoor,3G,3,Poor Network,12.93626208,77.58692972,Karnataka
Vodafone,Indoor,3G,3,Poor Network,12.93626208,77.58692972,Karnataka
Vodafone,Indoor,3G,3,Poor Network,12.93626208,77.58692972,Karnataka
Vodafone,Indoor,3G,3,Poor Network,12.93626208,77.58692972,Karnataka
Vodafone,Indoor,4G,3,Poor Network,12.93626208,77.58692972,Karnataka
Vodafone,Indoor,4G,3,Poor Network,12.93626208,77.58692972,Karnataka
Vodafone,Indoor,4G,3,Poor Network,12.93626208,77.58692972,Karnataka
Vodafone,Indoor,3G,3,Poor Network,12.93626208,77.58692972,Karnataka
Airtel,Indoor,4G,3,Satisfactory,18.94662023,72.82958686,Maharashtra
Idea,Indoor,Unknown,1,Call Dropped,-1,-1,
RJio,Outdoor,4G,4,Satisfactory,26.5692491,88.17198154,Eastern Region
Airtel,Outdoor,Unknown,3,Satisfactory,20.79622609,76.69190775,Maharashtra
BSNL,Travelling,3G,2,Satisfactory,10.58411293,76.15958436,Kerala
BSNL,Indoor,2G,2,Satisfactory,10.21382712,76.39337498,Kerala
BSNL,Indoor,2G,2,Satisfactory,10.21382712,76.39337498,Kerala
BSNL,Travelling,2G,2,Satisfactory,10.21382712,76.39337498,Kerala
BSNL,Indoor,2G,2,Satisfactory,10.21382712,76.39337498,Kerala
BSNL,Outdoor,2G,2,Satisfactory,10.21382712,76.39337498,Kerala
BSNL,Indoor,2G,2,Satisfactory,10.21382712,76.39337498,Kerala
BSNL,Indoor,3G,2,Satisfactory,10.22243743,76.4144459,Kerala
BSNL,Outdoor,2G,2,Satisfactory,10.22243743,76.4144459,Kerala
BSNL,Indoor,3G,2,Satisfactory,10.22217063,76.41291653,Kerala
BSNL,Indoor,3G,2,Satisfactory,10.2136603,76.4071152,Kerala
BSNL,Indoor,2G,2,Satisfactory,10.1401706,76.4100373,Kerala
BSNL,Outdoor,2G,2,Satisfactory,10.1390553,76.4086112,Kerala
BSNL,Indoor,3G,2,Satisfactory,10.1758905,76.3749075,Kerala
Idea,Indoor,2G,1,Poor Network,8.4949421,76.9047798,Kerala
RJio,Travelling,4G,5,Satisfactory,20.90479175,84.83390117,Odisha
Airtel,Indoor,Unknown,4,Satisfactory,18.69904291,81.24835989,Chhattisgarh
Airtel,Indoor,Unknown,1,Call Dropped,21.69317294,72.62373241,Gujarat
Airtel,Outdoor,4G,4,Satisfactory,21.69317294,72.62373241,Gujarat
Airtel,Outdoor,2G,4,Satisfactory,21.69335516,72.62298988,Gujarat
Airtel,Indoor,4G,3,Poor Network,21.69337561,72.62321907,Gujarat
Airtel,Outdoor,Unknown,4,Satisfactory,21.69320963,72.62331951,Gujarat
Airtel,Outdoor,3G,4,Satisfactory,21.69347512,72.62356538,Gujarat
Airtel,Indoor,3G,4,Satisfactory,21.69347512,72.62356538,Gujarat
Airtel,Indoor,3G,4,Satisfactory,21.7133192,72.6019755,Gujarat
BSNL,Indoor,Unknown,2,Satisfactory,-1,-1,
RJio,Outdoor,4G,1,Poor Network,20.82265533,85.28350242,Odisha
Airtel,Indoor,4G,3,Poor Network,31.33130115,75.59078172,Punjab
Airtel,Indoor,3G,5,Satisfactory,30.35392764,76.43803238,Punjab
Vodafone,Indoor,3G,5,Satisfactory,22.6959027,88.395826,West Bengal
Vodafone,Indoor,3G,1,Call Dropped,22.6959027,88.395826,West Bengal
Airtel,Indoor,4G,5,Satisfactory,19.3863567,72.82351266,Maharashtra
Airtel,Indoor,3G,5,Satisfactory,19.3864984,72.82340163,Maharashtra
Vodafone,Indoor,Unknown,2,Satisfactory,28.64604908,77.2333726,NCT
RJio,Indoor,4G,3,Poor Network,-1,-1,
Airtel,Indoor,3G,4,Satisfactory,21.7133431,72.6020261,Gujarat
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,19.19524199,72.9661898,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,13.0192126,80.1883348,Tamil Nadu
Airtel,Indoor,3G,4,Satisfactory,13.01902562,80.18838913,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,13.01902562,80.18838913,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,13.01285667,80.2119807,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,13.01285667,80.2119807,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,13.01285667,80.2119807,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,13.06955548,80.19933698,Tamil Nadu
Airtel,Travelling,4G,4,Satisfactory,13.06955548,80.19933698,Tamil Nadu
Airtel,Indoor,4G,4,Satisfactory,13.06955548,80.19933698,Tamil Nadu
Airtel,Indoor,3G,4,Satisfactory,17.4054168,78.464005,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.4054704,78.4633305,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.405454,78.4633092,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.405454,78.4633092,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.4054341,78.4633187,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.4056093,78.4636607,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.40576186,78.4638378,Telangana
Airtel,Indoor,Unknown,4,Satisfactory,17.4054027,78.4632958,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.4054172,78.4632968,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.4054612,78.4633488,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.40576186,78.4638378,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.4054279,78.4630748,Telangana
Airtel,Indoor,4G,4,Satisfactory,17.4055047,78.4630073,Telangana
Airtel,Indoor,3G,4,Satisfactory,17.4053505,78.4629944,Telangana
Airtel,Indoor,Unknown,4,Satisfactory,17.49345663,78.3516022,Telangana
Airtel,Indoor,3G,2,Satisfactory,-1,-1,
Airtel,Indoor,3G,4,Satisfactory,21.7133586,72.6020193,Gujarat
Airtel,Indoor,4G,4,Satisfactory,17.49345663,78.3516022,Telangana
RJio,Indoor,4G,1,Poor Network,13.0234494,80.1759692,Tamil Nadu
Airtel,Outdoor,Unknown,5,Satisfactory,26.53146622,80.49732765,Uttar Pradesh
Airtel,Outdoor,Unknown,5,Satisfactory,26.4549465,80.3510188,Uttar Pradesh
Airtel,Outdoor,Unknown,5,Satisfactory,26.4521915,80.2633106,Uttar Pradesh
Airtel,Outdoor,Unknown,5,Satisfactory,26.20020115,80.50387344,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Vodafone,Outdoor,3G,1,Call Dropped,23.04292553,72.58934717,Gujarat
Vodafone,Outdoor,3G,1,Call Dropped,23.04292553,72.58934717,Gujarat
Vodafone,Outdoor,4G,1,Call Dropped,23.04165665,72.5890033,Gujarat
Vodafone,Outdoor,3G,1,Call Dropped,25.73550041,71.39339071,Rajasthan
Vodafone,Outdoor,3G,1,Call Dropped,25.75575158,71.40802061,Rajasthan
Vodafone,Outdoor,3G,1,Call Dropped,25.75575158,71.40802061,Rajasthan
Vodafone,Outdoor,3G,1,Call Dropped,25.75575158,71.40802061,Rajasthan
Vodafone,Outdoor,Unknown,1,Call Dropped,25.75601393,71.40806077,Rajasthan
Vodafone,Outdoor,3G,1,Call Dropped,25.75601393,71.40806077,Rajasthan
Vodafone,Outdoor,3G,1,Call Dropped,25.75601393,71.40806077,Rajasthan
Vodafone,Outdoor,Unknown,1,Call Dropped,25.87705432,71.41582626,Rajasthan
Vodafone,Outdoor,4G,1,Call Dropped,25.87705432,71.41582626,Rajasthan
Vodafone,Outdoor,3G,1,Call Dropped,25.77313562,71.41352452,Rajasthan
Vodafone,Outdoor,3G,1,Call Dropped,25.77313562,71.41352452,Rajasthan
Vodafone,Indoor,3G,1,Call Dropped,25.87705432,71.41582626,Rajasthan
Vodafone,Outdoor,3G,2,Poor Network,18.4840966,73.8141434,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,18.5514338,73.7913525,Maharashtra
BSNL,Indoor,3G,4,Satisfactory,-1,-1,
BSNL,Indoor,4G,4,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,20.90479175,84.83390117,Odisha
Airtel,Indoor,3G,3,Poor Network,28.6382971,77.0264135,NCT
Airtel,Outdoor,3G,4,Satisfactory,28.6371842,77.0266813,NCT
Vodafone,Indoor,3G,4,Satisfactory,18.5514338,73.7913525,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,4,Satisfactory,-1,-1,
RJio,Travelling,4G,4,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,4,Satisfactory,19.00067667,72.83604833,Maharashtra
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
Idea,Indoor,Unknown,1,Call Dropped,31.0159278,77.0702761,Himachal Pradesh
BSNL,Indoor,3G,5,Satisfactory,-1,-1,
BSNL,Indoor,3G,5,Satisfactory,24.73311705,92.78803932,Assam
BSNL,Indoor,3G,5,Satisfactory,24.73311705,92.78803932,Assam
BSNL,Indoor,3G,5,Satisfactory,24.73316944,92.78808504,Assam
RJio,Indoor,4G,5,Satisfactory,20.90479175,84.83390117,Odisha
RJio,Indoor,4G,3,Poor Network,28.56416191,77.17054765,NCT
RJio,Indoor,4G,4,Satisfactory,23.01763275,72.56926433,Gujarat
Vodafone,Travelling,3G,3,Poor Network,28.59697,77.36465833,Uttar Pradesh
Vodafone,Indoor,3G,4,Satisfactory,28.59697,77.36465833,Uttar Pradesh
Vodafone,Travelling,3G,2,Call Dropped,28.59547667,77.39226167,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,23.01763275,72.56926433,Gujarat
Airtel,Outdoor,Unknown,4,Satisfactory,21.87323147,70.59303,Gujarat
BSNL,Travelling,4G,5,Satisfactory,22.6025879,88.4285091,West Bengal
BSNL,Outdoor,4G,5,Satisfactory,22.6025879,88.4285091,West Bengal
Airtel,Indoor,Unknown,5,Satisfactory,28.6458461,77.1630123,NCT
Airtel,Indoor,3G,4,Satisfactory,21.7133242,72.6020071,Gujarat
BSNL,Indoor,Unknown,3,Satisfactory,10.1758905,76.3749075,Kerala
Airtel,Indoor,3G,4,Satisfactory,28.5083858,77.0832489,Haryana
BSNL,Indoor,2G,1,Poor Network,26.9184565,75.7322077,Rajasthan
BSNL,Indoor,3G,1,Poor Network,26.91817347,75.73241564,Rajasthan
Vodafone,Travelling,3G,5,Satisfactory,17.38490755,78.47670405,Telangana
Airtel,Outdoor,3G,4,Satisfactory,28.6379443,77.0266855,NCT
Airtel,Indoor,3G,4,Satisfactory,19.3864984,72.82340163,Maharashtra
RJio,Indoor,4G,3,Satisfactory,0,0,
Airtel,Indoor,2G,5,Satisfactory,26.893097,80.9513161,Uttar Pradesh
Tata,Indoor,3G,3,Poor Network,26.8926275,80.9520618,Uttar Pradesh
Vodafone,Travelling,3G,5,Satisfactory,23.029,72.627725,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,23.03349667,72.62876167,Gujarat
Airtel,Outdoor,4G,5,Satisfactory,17.5199111,78.4831539,Telangana
RJio,Indoor,4G,4,Satisfactory,18.4850828,73.7964478,Maharashtra
RJio,Indoor,4G,3,Satisfactory,12.9306323,77.5864502,Karnataka
Airtel,Travelling,3G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,4,Satisfactory,-1,-1,
Vodafone,Indoor,Unknown,2,Poor Network,-1,-1,
Airtel,Travelling,4G,5,Satisfactory,-1,-1,
RJio,Travelling,4G,5,Satisfactory,-1,-1,
Vodafone,Outdoor,Unknown,3,Poor Network,22.8207227,70.8619905,Gujarat
Airtel,Outdoor,3G,1,Call Dropped,-1,-1,
Airtel,Indoor,2G,1,Call Dropped,-1,-1,
Airtel,Indoor,2G,1,Poor Network,-1,-1,
Airtel,Indoor,2G,1,Poor Network,-1,-1,
Airtel,Indoor,4G,3,Poor Network,12.97794069,77.57034486,Karnataka
Airtel,Indoor,4G,1,Poor Network,12.91291017,77.62504557,Karnataka
Airtel,Indoor,4G,2,Poor Network,12.91291017,77.62504557,Karnataka
Airtel,Indoor,3G,1,Call Dropped,12.89817822,77.61731313,Karnataka
Airtel,Indoor,4G,1,Call Dropped,12.9333046,77.6837424,Karnataka
Airtel,Travelling,3G,3,Satisfactory,12.89811678,77.61726105,Karnataka
Vodafone,Outdoor,Unknown,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,Unknown,4,Satisfactory,12.878455,77.62976527,Karnataka
Vodafone,Outdoor,Unknown,4,Satisfactory,12.878455,77.62976527,Karnataka
RJio,Indoor,4G,2,Poor Network,17.3321609,78.52774732,Telangana
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
BSNL,Indoor,Unknown,5,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,1,Poor Network,28.5904287,76.9974762,NCT
RJio,Indoor,4G,5,Satisfactory,20.90479175,84.83390117,Odisha
RJio,Indoor,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,4G,2,Poor Network,19.22710335,72.85542678,Maharashtra
Airtel,Travelling,4G,4,Satisfactory,12.91637201,77.61589851,Karnataka
Airtel,Travelling,4G,4,Satisfactory,12.88797202,77.55578222,Karnataka
RJio,Indoor,4G,5,Satisfactory,26.6912647,89.275969,West Bengal
RJio,Indoor,4G,5,Satisfactory,19.11356033,72.86916883,Maharashtra
Airtel,Indoor,3G,4,Satisfactory,13.05607667,80.24849996,Tamil Nadu
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,
Airtel,Indoor,2G,4,Satisfactory,17.49345663,78.3516022,Telangana
RJio,Indoor,4G,1,Call Dropped,18.9417218,72.8341662,Maharashtra
Airtel,Outdoor,4G,4,Satisfactory,25.98072015,79.99122938,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,22.55261333,88.12518167,West Bengal
RJio,Indoor,4G,4,Satisfactory,22.47700861,88.36653527,West Bengal
RJio,Indoor,4G,4,Satisfactory,28.5594293,77.0530682,Haryana
RJio,Indoor,4G,4,Satisfactory,22.6889923,75.8261079,Madhya Pradesh
RJio,Indoor,4G,3,Poor Network,26.1212289,85.3803086,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.121379,85.3786909,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.1231791,85.376548,Bihar
RJio,Outdoor,4G,5,Satisfactory,26.1230356,85.3768026,Bihar
Airtel,Indoor,2G,4,Satisfactory,17.49345663,78.3516022,Telangana
RJio,Indoor,4G,1,Satisfactory,21.4651767,80.1956395,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Indoor,4G,5,Satisfactory,22.54863264,88.2850342,West Bengal
Airtel,Indoor,3G,5,Satisfactory,19.3864984,72.82340163,Maharashtra
Airtel,Indoor,3G,2,Poor Network,12.8249491,77.6841982,Karnataka
RJio,Indoor,4G,5,Satisfactory,19.19524199,72.9661898,Maharashtra
Vodafone,Outdoor,4G,4,Satisfactory,19.10654961,74.7413278,Maharashtra
Airtel,Indoor,4G,1,Satisfactory,19.1922981,72.850174,Maharashtra
Vodafone,Outdoor,4G,5,Satisfactory,19.2083486,72.95025086,Maharashtra
RJio,Travelling,4G,5,Satisfactory,-1,-1,
Airtel,Indoor,3G,4,Satisfactory,25.98072015,79.99122938,Uttar Pradesh
Airtel,Indoor,3G,3,Poor Network,21.7133422,72.6020284,Gujarat
BSNL,Outdoor,3G,1,Poor Network,26.72798006,88.40657586,West Bengal
Airtel,Indoor,Unknown,4,Satisfactory,21.87312936,70.59295494,Gujarat
Airtel,Outdoor,Unknown,4,Satisfactory,21.87306123,70.59308038,Gujarat
Vodafone,Indoor,Unknown,4,Satisfactory,22.25117683,73.20542336,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,
RJio,Outdoor,4G,5,Satisfactory,22.55174759,88.3633619,West Bengal
RJio,Outdoor,4G,5,Satisfactory,22.55174759,88.3633619,West Bengal
RJio,Indoor,4G,2,Call Dropped,21.4651767,80.1956395,Maharashtra
RJio,Indoor,4G,3,Satisfactory,0,0,
Airtel,Indoor,4G,1,Poor Network,13.11867778,77.61562518,Karnataka
